ID,premise_english,hypothesis_english,original_label,assigned_phenomenon
MNLI930,"If total volume, instead of pieces per capita, were displayed on the vertical axis, then the Y-intercepts would remain unchanged but the cost curves would be parallel.",The Y-intercepts would remain unchanged overall even if the vertical axis had a change in data.,Neutral,conditionality
MNLI1191,Now the conservative mantras are perjury is perjury and no man is above the law--and K finds himself tempted by the idea that it isn't the end of the world if a perjurer gets away with it.,Conservatives say perjury is perjury and no one can get away with it.,Entailment,conditionality
MNLI1243,he had a hard time finding someone that was willing to work that that that seldom and in those hours and she didn't mind keeping her hand in the business while the kids were growing up as it were and she worked that day and then occasional Saturdays and uh with with the vacation time even if i takeoff the ten or twelve times a,He found a person willing to work those hours after two months of searching.,Neutral,conditionality
MNLI1646,"The House changes tomorrow, if the sky permits, and we shall shield you until then.",The change will offer it's own protection.,Neutral,conditionality
MNLI1755,"Unless you feel really safe in French metropolitan traffic, keep your cycling ' you can rent a bike at many railway stations ' for the villages and country roads.",Cycling in the French metropolitan area is safe and relaxing. ,Contradiction,conditionality
MNLI1949,"Professionals who become more sensitive to possible abuse, or more adept at noticing it, would make more reports to Westat--even if the actual incidence had not risen.","It is unclear if abuse is occurring more often, or simply being reported more often. ",Neutral,conditionality
MNLI2286,"If she's not paid, she's an Intern.",An intern doesn't get paid.,Entailment,conditionality
MNLI2338,"I n  If a friend tells you you'll love Happy Texas , rethink the friendship.","He's not a good friend if he tells you you'll love Happy Texas, wrote the article.",Neutral,conditionality
MNLI2873,so i've been two nights in a row and i i'm going to take it pretty seriously i'm going to start going every night just you know even if i i like tonight i only went for thirty minutes but i at least did something,I will go once in a while when I feel like it.,Contradiction,conditionality
MNLI2897," If you do not charge anything for copies of this eBook, complying with the rules is very easy.","Even if you charge money, complying with the rules can be possible.",Neutral,conditionality
MNLI3670,if you know if it was Cuba,If it wasn't Turkey,Contradiction,conditionality
MNLI3986,"One look at Fred Rooney, and you just know he's the good guy.",It is hard to tell at first if Fred is good.,Contradiction,conditionality
MNLI4005,"But if I forego the luxury of engraving, the clerk will sell me 500 24 pound Strathmore sheets and envelopes, flat printed, for $167.","The clerk said that if I choose to engrave, he'll give me a 20% discount.",Contradiction,conditionality
MNLI4338,"Oles and crescendos from the band mean the matador is doing well, but if you hear whistles and the cry afuera!","If the band shouts ole, it means the matador is doing badly.",Contradiction,conditionality
MNLI4350,yeah oh you can look in if you pretty if you look at the region and and on to their detriment they came from uh this uh hundreds of years of Spanish control in the in the Spaniards have a horrible history of corrupt uh government greedy uh rulers who uh have been uh i don't know manipulating manipulating their public for their own their own good i mean if you go back to the kings and then the the conquistadors coming in and and the whole the incredibly horrible things they did to the uh the native tribes i mean they make uh they make the things that Custer did look like uh like trivial and uh you get,What we did to Natives makes Custer look kind.,Entailment,conditionality
MNLI4735,"A standard Guadeloupe souvenir is a puffed-up, porcupine-spined puffer fish (poisson lane), which, if large enough, can become an offbeat lamp shade.",Many people like to buy a stuffed puffer fish as a souvenir that doubles as a lamp shade.,Entailment,conditionality
MNLI4955,well if that's not the problem it,That's not the problem ,Entailment,conditionality
MNLI5163,"I did get to finish it before I was caught out.""The pages separated stiffly under his exploring fingers as if the volume had not been opened for a long time.",I was caught out before I finished it.,Contradiction,conditionality
MNLI5186,He knows everything and his vengeance is swift.,He has access to all of the information and will act quickly if slighted.,Entailment,conditionality
MNLI6127,Let us honor his memory.,He would love it if we respected his legacy.,Neutral,conditionality
MNLI6173,"Behind the Op??ra are two of the best known department stores, the Galeries Lafayette and Au Printemps.",Behind the opera house there's two of the best known department stores if you can find them,Neutral,conditionality
